Cluster,Term,Count,:Area_Intensity_DHR,:Bright.Detail.Intensity.R3_AdaptiveErode_BF_Ch02,:Bright.Detail.Intensity.R3_AdaptiveErode_BF_Ch11,:Circularity_AdaptiveErode_BF,:Circularity_Morphology_DNA,:Contrast_AdaptiveErode_BF_Ch01,:Contrast_AdaptiveErode_BF_Ch06,:Diameter_AdaptiveErode_BF,:H.Energy.Mean_AdaptiveErode_BF_Ch01_5,:H.Energy.Mean_Intensity_DHR_Ch07_5,:H.Energy.Mean_Morphology_DNA_Ch11_5,:H.Entropy.Mean_AdaptiveErode_BF_Ch01_5,:H.Entropy.Mean_Intensity_Bac_Ch07_5,:H.Entropy.Mean_Morphology_DNA_Ch11_5,:Intensity_AdaptiveErode_BF_Ch02,:Intensity_AdaptiveErode_BF_Ch06,:Intensity_AdaptiveErode_BF_Ch07,:Intensity_AdaptiveErode_BF_Ch11,:Lobe.Count_Morphology_DNA_Ch11,:Max.Pixel_Intensity_Bac_Ch07,:Max.Pixel_Intensity_SSC_Ch06,:Std.Dev_AdaptiveErode_BF_Ch01
27438,Snail2_NoBact_4_Nuc_processed,107,0,1.358317149,2.29255443,0.961530909,0.808533233,1.328339634,1.830326465,5.476865763,1.898599278,0,0.764024427,10.11570301,0,7.721559462,5.393822448,10.01844654,2.202966467,1.773587655,4.076964992,0,0.653057916,2.579379482
27438,Snail1_NoBact_3_Nuc_processed,138,0,1.33438568,2.106558783,0.777494934,0.812690344,1.257861855,1.57584029,5.376928287,1.731683116,0,0.654856723,9.962060708,0,7.8067393,5.152076458,9.683733049,2.587889232,1.702516471,4.076964992,0,0.506666639,2.378331081
27431,Snail5_Ice_14_Nuc_processed,192,0,0.394869232,0.653499587,0.917395733,3.634658313,1.067714308,0.956342788,3.484288666,1.972583894,0,0.651048754,9.11069945,0,7.313573131,2.631732927,7.774943487,3.576610306,-0.846509687,1.019241248,1.916594963,0,2.005940557
27431,Snail5_NoBact_7_Nuc_processed,13,0,0.447270896,0.540114586,1.5693308,3.887147231,0.785040142,0.760486549,3.442126371,3.066993341,0,0.499830988,8.363041561,0,7.850107347,3.346276147,8.009739361,2.60364117,-1.018406554,1.019241248,1.366980274,0,3.364761223
27431,Snail3_Ice_12_Nuc_processed,101,0,0.405597132,0.881945047,0.91025202,3.560663315,1.067898714,0.774377818,3.520025888,1.898550353,0,0.67385804,9.096914434,0,7.384569304,2.704480928,7.749754551,3.663741876,-1.07059507,1.019241248,1.816987992,0,2.032779657
27431,Snail4_Ice_13_Nuc_processed,313,0,0.363923367,1.078180987,0.865593607,3.416053303,0.963046662,0.767458138,3.287134774,2.02535157,0,0.983521986,8.899561969,0,6.97193045,2.594929995,7.489152965,3.756112113,-0.66277434,1.019241248,2.001275098,0,2.041320473
27431,Snail1_Ice_10_Nuc_processed,164,0,0.409310635,0.938823707,0.801727095,3.587081392,0.998682887,0.845959834,3.466281944,2.177067234,0,0.815993368,8.982665102,0,7.139640631,2.958792947,7.667637457,3.919055232,-1.036240978,1.019241248,2.02333181,0,1.985926326
27431,Snail3_EDTA_24_Nuc_processed,111,0,0.405184545,0.930166144,0.991376941,3.513211695,0.68925126,0.546018768,3.665182222,1.926971614,0,0.751428788,9.077417184,0,7.209297164,2.877426883,7.562830049,3.664212271,-2.068767885,1.019241248,1.782832649,0,1.94553975
27431,Snail4_NoBact_6_Nuc_processed,12,0,0.474915868,1.085721457,1.270339606,3.341608267,1.317090418,0.833626288,3.380982422,3.44238968,0,1.409667847,8.076464382,0,7.538784256,2.844857019,7.754980308,2.797838055,-0.494248651,1.019241248,1.427538525,0,3.737891852
27431,Snail2_Ice_11_Nuc_processed,143,0,0.376714325,1.026794793,0.819196955,3.497610458,1.013185742,0.715602243,3.280782963,1.921115816,0,0.949082164,8.807448514,0,6.962691064,2.779189701,7.530096538,3.823139604,-0.99041584,1.019241248,2.125585503,0,2.114227871
27431,Snail5_Phago_20_Nuc_processed,206,0,0.404771909,0.697717767,0.946054803,3.479729532,1.0735004,0.914621596,3.331259359,2.090789698,0,0.822478761,8.969785002,0,7.173085596,2.9466648,7.713556065,3.631857443,-0.612013276,1.019241248,1.787129634,0,2.117133587
27431,Snail4_Phago_19_Nuc_processed,320,0,0.398995347,0.673234809,0.810701469,3.469698692,0.971193108,0.738782427,3.223052051,2.137783631,0,0.980307539,8.832125145,0,6.996145506,2.983272337,7.418357032,3.601983598,-0.576261838,1.019241248,1.712012068,0,2.272005411
27431,Snail5_EDTA_26_Nuc_processed,94,0,0.414261974,0.837819867,1.121561337,3.897457387,0.93357765,0.58446652,3.607820728,2.17346411,0,0.611500779,8.907869331,0,7.312043952,2.862831684,7.547107648,3.764732665,-1.880771913,1.019241248,1.734991422,0,1.773035304
27431,Snail2_EDTA_23_Nuc_processed,36,0,0.497609502,0.866585016,1.240669829,3.647638939,0.967744522,0.663116921,3.832118931,2.140763826,0,0.770055098,8.973657111,0,7.212517309,3.468413139,7.726371527,3.651837904,-2.305953612,1.019241248,1.566288732,0,2.35660692
27431,Snail1_EDTA_22_Nuc_processed,46,0,0.511638294,0.923184402,0.992435146,3.800501565,0.784627329,0.620147013,4.215726544,2.357394852,0,0.676826491,8.829665172,0,7.630718478,3.182517821,7.96362519,3.908489855,-1.887392784,1.019241248,1.601257359,0,1.95193789
27431,Snail1_Phago_16_Nuc_processed,303,0,0.410961082,0.814826366,0.814347051,3.540020032,0.977287281,0.702756716,3.337515385,2.079908095,0,0.911946178,8.848210901,0,7.001123632,3.116329733,7.438714203,3.769206626,-0.775338283,1.019241248,1.753813743,0,2.122688981
27431,Snail3_NoBact_5_Nuc_processed,11,0,0.49967256,0.793973961,1.288794421,3.930015458,0.813234231,0.524724882,3.578795156,3.092839292,0,0.615250501,7.910525319,0,7.707572783,2.73386928,7.773929139,2.72767322,-0.748306428,1.019241248,1.398285671,0,3.217959496
27431,Snail4_EDTA_25_Nuc_processed,32,0,0.598286715,1.046716287,1.248504356,3.265468278,0.944669066,0.927867927,4.09525234,1.999360963,0,0.848984067,9.181246388,0,7.35366891,3.522747954,8.18838718,3.596366889,-2.052729345,1.019241248,1.894699424,0,2.24354041
27431,Snail2_Phago_17_Nuc_processed,228,0,0.394869232,1.047088743,0.905374361,3.396866118,0.947418206,0.740205213,3.299802153,1.8995042,0,1.122357208,8.93951498,0,6.892868684,2.893458462,7.522778329,3.680032127,-0.749829063,1.019241248,1.701541698,0,2.296497869
27431,Snail2_NoBact_4_Nuc_processed,5,0,0.529793202,0.858765364,1.8915486,3.656588278,0.924154881,0.58390626,3.177425202,2.829776587,0,0.854876287,8.281424355,0,7.254844242,3.053357038,7.371847437,2.801536709,-1.093378542,1.019241248,1.412020766,0,3.694794315
27431,Snail1_NoBact_3_Nuc_processed,2,0,0.390330505,0.771539097,1.788762872,3.605577075,0.67231442,0.268497412,3.349991972,3.478978355,0,1.073845423,8.061746487,0,7.97991838,2.612942801,6.403424776,2.700031325,-0.904916963,1.019241248,1.220267508,0,3.171900786
27437,Snail5_Ice_14_Nuc_processed,102,0,0.592510103,0.769956458,4.265097353,3.331231023,1.158149516,1.782463299,4.48891319,1.478756099,0,0.909029611,9.862245758,0,6.983352927,4.940527461,9.226037689,3.190632477,-0.416207377,1.019241248,0,0.447793964,2.080527807
27437,Snail5_NoBact_7_Nuc_processed,142,0,0.716706224,0.68524356,4.154105607,3.426859441,1.127801958,1.699831484,4.264919944,1.305381627,0,0.881307193,9.778793863,0,7.115990809,5.264945916,9.151599844,2.883304736,-0.284516425,1.019241248,0,0.491510061,2.299031371
27437,Snail3_Ice_12_Nuc_processed,107,0,0.568165973,1.048578109,4.201127834,3.321748113,1.12798688,1.642247905,4.428091543,1.377693736,0,0.955320372,9.920473411,0,6.978894005,4.928030258,9.193588568,3.239601334,-0.320428034,1.019241248,0,0.473240983,2.154270431
27437,Snail4_Ice_13_Nuc_processed,173,0,0.513701352,1.073805615,4.200357191,3.386114016,1.114147724,1.741899403,4.180946909,1.282727367,0,1.160384666,9.782550236,0,6.738753241,4.873086031,9.140592445,3.081810997,-0.387130552,1.019241248,0,0.469835919,2.107160873
27437,Snail1_Ice_10_Nuc_processed,116,0,0.579306635,1.052953391,3.943389151,3.396866118,1.031052573,1.593904961,4.432799484,1.534105153,0,0.965768897,9.668275272,0,7.020167638,5.235350662,9.195223274,3.337623137,-0.298100855,1.019241248,0,0.473119093,2.038755578
27437,Snail3_EDTA_24_Nuc_processed,17,0,0.562389512,1.508075761,3.944878172,3.295087787,0.710526803,1.194551768,4.064575908,1.411155923,0,1.315633286,9.532388739,0,6.423242675,4.463796116,8.229857269,2.973024375,-1.350741424,1.019241248,0,0,1.753385956
27437,Snail4_NoBact_6_Nuc_processed,175,0,0.573942635,1.005942387,3.988361162,3.285984433,1.121392851,1.779093536,4.1257007,1.165821739,0,1.255306574,9.658004281,0,6.587738803,4.957234294,9.136959129,2.865467105,-0.090411791,1.019241248,0,0.508725379,2.221434072
27437,Snail2_Ice_11_Nuc_processed,176,0,0.535157151,1.064217413,4.231192852,3.403117055,1.160908458,1.641971994,4.337664181,1.478791059,0,1.089567264,9.669671872,0,6.828128676,5.118793198,9.167944035,3.172656135,-0.443029829,1.019241248,0,0.45818813,2.165992552
27437,Snail5_Phago_20_Nuc_processed,74,0,0.826048278,0.816129642,4.039939724,3.389131935,1.336288407,1.645118465,4.140840875,1.26575709,0,1.113548491,9.743134737,0,6.927186885,5.396845642,9.065017756,2.920212583,-0.300672846,1.019241248,0,0.404125623,2.187966548
27437,Snail4_Phago_19_Nuc_processed,144,0,0.740225081,0.788202404,3.926004653,3.268294591,1.209400119,1.673532882,4.069704783,1.235947241,0,1.233085426,9.674233736,0,6.752766997,5.295686692,9.00114604,2.717162825,-0.128867414,1.019241248,0,0.469426286,2.360788128
27437,Snail5_EDTA_26_Nuc_processed,38,0,0.876799496,1.356244364,3.993365767,3.335572691,1.060090788,1.31843933,4.274690747,1.57041665,0,1.033840839,9.613856033,0,6.760195601,4.821793161,8.963401676,3.275242457,-1.427029808,1.019241248,0,0.374053391,2.020654116
27437,Snail2_EDTA_23_Nuc_processed,23,0,0.646974875,1.183932563,4.317145932,3.189745958,1.253170628,1.353290395,4.110504867,1.664496011,0,0.91143251,9.428671387,0,6.697801148,4.682342268,8.6619346,2.924546217,-1.96179508,1.019241248,0,0.36592354,1.800324257
27437,Snail1_EDTA_22_Nuc_processed,19,0,0.556200339,1.218283178,4.224683203,3.094966191,1.013279125,1.490068322,4.105426991,1.295742125,0,1.005703487,9.616632921,0,6.79496396,4.729347948,8.894457502,3.201831036,-1.624025465,1.019241248,0,0.427396698,1.98090068
27437,Snail1_Phago_16_Nuc_processed,58,0,0.860294934,0.938916798,3.910465885,3.328193265,1.170469201,1.66516373,4.074826928,1.478920017,0,1.128284601,9.468593328,0,6.835827375,5.407515462,9.049008099,2.753033575,-0.341739566,1.019241248,0,0.427023575,2.223027074
27437,Snail3_NoBact_5_Nuc_processed,172,0,0.637072148,1.156377781,3.994154723,3.382480819,1.088960885,1.657144794,4.352067073,1.243816,0,1.040932761,9.93986813,0,6.824033264,4.872618957,9.275751508,3.100786703,-0.078407472,1.019241248,0,0.496062078,2.213978881
27437,Snail4_EDTA_25_Nuc_processed,27,0,0.730735016,0.830558762,4.130332398,3.341064514,0.885658518,1.295981689,4.185933143,1.707345947,0,0.930857921,9.659713912,0,6.744103,5.094131197,8.345734399,2.819649246,-1.955524482,1.019241248,0,0,2.015944852
27437,Snail2_Phago_17_Nuc_processed,108,0,0.697726144,1.209997888,3.834982876,3.268108206,1.16713058,1.661175007,4.150903691,1.452351169,0,1.257784712,9.641147211,0,6.633319727,5.184809116,9.119613484,2.92043143,-0.247656003,1.019241248,0,0.439415959,2.328118797
27437,Snail2_NoBact_4_Nuc_processed,228,0,0.741875527,1.097916208,4.068694648,3.27878069,1.172776267,1.751312034,4.190913422,1.363623717,0,1.17727614,9.679157566,0,6.697101205,5.40038023,9.202977739,2.833120722,-0.311125433,1.019241248,0,0.481277776,2.194238548
27437,Snail1_NoBact_3_Nuc_processed,140,0,0.937866103,1.043085644,3.877562839,3.403117055,1.085604502,1.917437908,4.135800277,1.402451006,0,1.168164369,9.598840642,0,6.789849771,5.499730122,9.252450148,2.826099657,-0.064851736,1.019241248,0,0.510656605,2.145052109
27441,Snail5_Ice_14_Nuc_processed,141,0,0.323900049,0.847687523,1.849371126,2.34579173,1.048905547,1.127571116,3.203577236,1.685224277,0,0.788827272,10.49579491,0,7.270896227,2.601781403,7.766221953,2.211561684,-0.779769769,2.038482496,0,0,1.796742916
27441,Snail5_NoBact_7_Nuc_processed,185,0,0.291303739,0.883155231,1.865088821,2.203554599,1.123689894,1.174572415,3.015753796,1.810617452,0,0.950057126,10.44626765,0,7.042793268,2.900795695,7.741981461,2.179234526,-0.620477651,2.038482496,0,0,1.783836476
27441,Snail3_Ice_12_Nuc_processed,99,0,0.259532651,1.223868735,1.707148668,2.009418067,0.992380723,0.883747278,3.056973261,1.933908195,0,0.966065659,10.64849113,0,7.164928618,2.586412932,7.603593102,2.180968411,-1.010851308,2.038482496,0,0,1.721041091
27441,Snail4_Ice_13_Nuc_processed,81,0,0.259532651,1.163080158,1.836530945,2.268592428,0.891483157,0.884279768,3.043295484,1.761843916,0,0.811224351,10.41251545,0,7.100177779,2.642715551,7.436872473,2.340821082,-0.723125458,2.038482496,0,0,1.556482763
27441,Snail1_Ice_10_Nuc_processed,35,0,0.356083748,1.313422278,1.811068234,2.151722155,1.118607596,1.025669808,3.287134774,1.792846459,0,0.84396388,10.32986905,0,7.176233986,2.956378739,7.60772428,2.294302482,-0.842281512,2.038482496,0,0,1.729977619
27441,Snail3_EDTA_24_Nuc_processed,77,0,0.303269473,1.268738552,1.901705262,2.249332412,0.501490121,0.458071814,3.436060878,1.711492833,0,0.744655025,11.00330363,0,7.385105431,2.930439317,7.380827573,2.162737646,-1.860980643,2.038482496,0,0,1.531288643
27441,Snail4_NoBact_6_Nuc_processed,207,0,0.251693032,1.160659971,1.814866706,2.158944955,0.887403891,0.920282659,2.910151829,1.846350131,0,1.078575562,10.26281594,0,6.858816515,2.517170754,7.444737971,2.286106508,-0.476941482,2.038482496,0,0,1.53789902
27441,Snail2_Ice_11_Nuc_processed,48,0,0.294192019,1.164197251,2.092890291,2.2392136,1.081943871,0.88016846,3.223052051,1.7458506,0,0.925471398,10.47312463,0,7.005499969,2.839645269,7.585194426,2.240241754,-1.012971224,2.038482496,0,0,1.80514105
27441,Snail5_Phago_20_Nuc_processed,126,0,0.315235182,0.989744536,1.947313436,2.223022667,1.079593467,1.123577584,3.07737615,1.786646837,0,0.886756159,10.33595956,0,6.898972541,2.990905753,7.746283846,2.315271707,-0.534199855,2.038482496,0,0,1.704654447
27441,Snail4_Phago_19_Nuc_processed,123,0,0.282638896,0.844150062,1.877681594,2.188430941,1.015367144,1.023653759,2.945773333,1.884780819,0,1.099963206,10.21762296,0,6.815535791,2.978945514,7.393815674,2.1720805,-0.549462933,2.038482496,0,0,1.577788371
27441,Snail5_EDTA_26_Nuc_processed,27,0,0.325550495,1.445704726,2.073057284,2.124620536,0.662679016,0.520306027,3.374807165,1.807924837,0,0.790533159,10.39951962,0,7.120949981,3.07087848,7.279601187,2.342225079,-1.770143377,2.038482496,0,0,1.676096016
27441,Snail2_EDTA_23_Nuc_processed,18,0,0.495959056,2.043349565,2.059212405,2.039950966,1.4005633,1.119068158,3.97112486,1.78815504,0,0.990659288,11.4013315,0,7.325787614,3.80133992,8.266148163,1.942173676,-1.297190121,2.038482496,0,0,2.291821691
27441,Snail1_EDTA_22_Nuc_processed,9,0,0.380427829,1.948117373,2.060176663,2.348140856,0.987425637,0.711628277,3.387146547,1.746277443,0,1.264297655,10.79120842,0,7.04215154,3.364264236,7.623578488,2.347131164,-1.27637767,2.038482496,0,0,1.877632244
27441,Snail1_Phago_16_Nuc_processed,64,0,0.26737227,1.127798632,1.60713554,2.011067729,0.785357288,0.67179079,3.036433426,1.919027059,0,0.959207496,10.62900009,0,6.971989342,2.945116553,7.201714127,2.271408556,-0.738532628,2.038482496,0,0,1.671604253
27441,Snail3_NoBact_5_Nuc_processed,158,0,0.275211889,1.294152421,1.669391521,2.084944866,1.017693669,0.967185136,3.084147084,1.909836455,0,0.949268933,10.40014568,0,7.019113661,2.631851826,7.751975229,2.209969744,-0.648802472,2.038482496,0,0,1.799616486
27441,Snail4_EDTA_25_Nuc_processed,13,0,0.374651267,1.713341446,1.720688532,2.004312849,0.977410366,1.166826183,3.543650504,1.837267778,0,1.137456997,10.52473901,0,7.039786355,3.330717182,7.960340019,2.322796227,-1.424333522,2.038482496,0,0,1.754531361
27441,Snail2_Phago_17_Nuc_processed,66,0,0.324725272,1.360154009,1.637004654,2.201665431,0.91859948,0.853699842,3.056973261,1.815622069,0,1.121893117,10.45620386,0,7.219763143,2.9381064,7.522067712,2.439073411,-0.621029595,2.038482496,0,0,1.659801674
27441,Snail2_NoBact_4_Nuc_processed,87,0,0.266547047,1.164476524,1.835027428,2.21688685,0.889582271,0.79521187,3.070590202,1.88227042,0,1.026915129,10.56124402,0,6.96150441,2.979098719,7.476796683,2.323784452,-0.687560228,2.038482496,0,0,1.714025977
27441,Snail1_NoBact_3_Nuc_processed,159,0,0.263658766,1.128264088,1.778675644,2.209257085,0.838129647,0.923349355,2.945773333,1.902734992,0,0.996159579,10.44730073,0,6.863729656,3.100267684,7.466103759,2.346606327,-0.506402144,2.038482496,0,0,1.539047903
27444,Snail5_Ice_14_Nuc_processed,117,0,0.380427829,1.444494542,1.009819166,1.086894323,0.825577059,0.840952525,3.35621305,1.793657384,0,1.101270871,9.345098319,0,7.014688585,2.562861084,7.712730833,2.577230423,-0.663199237,4.076964992,0,0,1.821135177
27444,Snail5_NoBact_7_Nuc_processed,129,0,0.387029613,1.595022845,0.918018543,0.997611208,0.917605957,0.96926229,3.287134774,1.816008847,0,1.388562141,9.395640789,0,6.473918156,3.006593632,7.833461219,2.493755463,-0.538624898,4.076964992,0,0,1.799834551
27444,Snail3_Ice_12_Nuc_processed,161,0,0.36474859,1.912370392,0.876692878,1.052690963,0.722942671,0.827158522,3.442126371,1.751310374,0,0.939389596,9.430873479,0,7.120471394,2.638116835,7.89936593,2.637958612,-0.867574183,4.076964992,0,0,1.633189662
27444,Snail4_Ice_13_Nuc_processed,55,0,0.333802726,2.002203482,0.930172106,1.054771541,0.694405861,0.695405679,3.417800197,1.695266641,0,1.2196495,9.328687105,0,6.979824103,2.682570443,7.546594027,2.737219109,-0.685078558,4.076964992,0,0,1.631263922
27444,Snail1_Ice_10_Nuc_processed,21,0,0.427052931,1.964222133,1.030297588,1.150226496,1.097524567,1.202483763,3.35621305,2.160245658,0,1.156061491,8.904478032,0,6.90236124,3.05076853,7.95629337,2.726947684,-1.018757647,4.076964992,0,0,1.918863634
27444,Snail3_EDTA_24_Nuc_processed,81,0,0.400233182,2.025383165,0.9337824,1.078130651,0.475105674,0.480221013,3.716050817,2.317927298,0,0.87898254,9.288017929,0,7.350448766,2.988716132,7.560721837,2.691895004,-1.715619626,4.076964992,0,0,1.362337905
27444,Snail4_NoBact_6_Nuc_processed,127,0,0.347831518,1.571936253,1.034901325,1.154483716,0.711149376,0.830011072,3.343759503,1.839137912,0,1.063329351,9.337080686,0,7.127634642,2.758000282,7.65785931,2.534315608,-0.420361544,4.076964992,0,0,1.590054903
27444,Snail2_Ice_11_Nuc_processed,41,0,0.38084044,1.542612558,0.898923178,1.10347173,0.736651372,0.871890776,3.496241804,1.691752122,0,0.939885923,9.648522471,0,7.090222881,3.081567265,7.849045365,2.697994684,-0.940540592,4.076964992,0,0,1.80490569
27444,Snail5_Phago_20_Nuc_processed,97,0,0.382903498,1.671729908,0.925643526,1.087871015,0.895471548,0.848848876,3.268042062,1.917057919,0,1.319142397,9.41472403,0,6.711684258,3.042456877,7.718751019,2.639609486,-0.547185628,4.076964992,0,0,1.715693423
27444,Snail4_Phago_19_Nuc_processed,69,0,0.357321583,1.404372279,0.95537072,1.12596372,0.894389654,0.84491758,3.248836739,1.879962271,0,1.744692638,9.390781429,0,6.411123639,3.250306147,7.47600082,2.644238688,-0.33505072,4.076964992,0,0,1.682554688
27444,Snail5_EDTA_26_Nuc_processed,41,0,0.430353823,1.867686484,1.065506556,1.279466163,0.697086235,0.532777434,3.738436706,1.789348505,0,0.813755142,9.534780358,0,7.06850298,2.836048248,7.654421558,2.956126097,-1.751582517,4.076964992,0,0,1.59276436
27444,Snail2_EDTA_23_Nuc_processed,14,0,0.593747988,2.038787919,1.623622543,1.517715444,1.136197743,1.120243276,3.97112486,1.678350682,0,1.365180379,10.2951661,0,6.541586552,3.634058085,8.275891209,2.453424406,-1.06816354,4.076964992,0,0,1.887648571
27444,Snail1_EDTA_22_Nuc_processed,21,0,0.455935738,1.806805089,0.995804231,1.244851987,0.681571578,0.556886388,3.853830704,2.037371742,0,0.818934268,9.824374442,0,8.039856262,2.884985081,7.586402188,2.86496868,-1.662343153,4.076964992,0,0,1.49666857
27444,Snail1_Phago_16_Nuc_processed,61,0,0.373000821,1.747506061,0.857639669,1.088376199,0.667400904,0.598903009,3.39329954,1.817560968,0,1.171248895,9.280702479,0,6.784664505,3.150273544,7.394810681,2.819276057,-0.448443282,4.076964992,0,0,1.476620126
27444,Snail3_NoBact_5_Nuc_processed,206,0,0.344943237,2.027616988,0.966122628,1.072620228,0.825505051,0.999901244,3.331259359,1.757524636,0,1.078065949,9.35233687,0,7.086799658,2.631303143,8.01438989,2.510924515,-0.536747773,4.076964992,0,0,1.740893464
27444,Snail4_EDTA_25_Nuc_processed,25,0,0.575593081,2.131693197,0.998584938,1.223148607,0.990170429,0.818881498,4.250221673,2.022508326,0,1.346303458,9.993269047,0,6.924098741,3.897940639,8.186205901,2.492796167,-0.982060237,4.076964992,0,0,1.912531478
27444,Snail2_Phago_17_Nuc_processed,63,0,0.375063879,2.033109544,0.928891674,1.220692062,0.882046753,0.913075518,3.235970024,1.764482213,0,1.40027302,9.329750478,0,6.370620349,3.102701069,7.651840557,2.701806176,-0.543081572,4.076964992,0,0,1.947056994
27444,Snail2_NoBact_4_Nuc_processed,59,0,0.39445662,2.155245063,0.948711043,1.068544237,0.820686833,0.794597437,3.164268027,1.843624192,0,1.403024145,9.599120273,0,6.722531346,3.271943462,7.561887335,2.634953691,-0.638379553,4.076964992,0,0,1.759438388
27444,Snail1_NoBact_3_Nuc_processed,105,0,0.323074826,1.75523244,1.033932679,1.083916474,0.707653546,0.81878013,3.157668988,1.802641501,0,1.250040251,9.533170929,0,6.788234622,3.183266161,7.632346585,2.576131517,-0.458606718,4.076964992,0,0,1.593665382
27430,Snail5_Ice_14_Nuc_processed,4,11.67392647,5.805031583,3.298124452,1.154176727,2.648467999,3.079132608,2.475020814,4.553505124,1.239758585,0.894836664,2.308252359,10.73904176,0,6.483967824,7.100962184,9.413351168,3.55759004,1.410044709,2.038482496,1.77823493,0.794138075,4.537896355
27430,Snail5_NoBact_7_Nuc_processed,20,10.71341338,7.154271278,0.921508763,1.845451145,2.754526392,2.165690972,1.569723588,4.548921962,1.571602025,0.951730757,1.101678253,9.949391108,0,7.465194096,6.901602702,9.299994149,2.022671205,-0.290782337,2.038482496,0,0.533968474,2.96060521
27430,Snail3_Ice_12_Nuc_processed,2,19.21025925,10.54387498,2.722728386,3.175344234,5.219925169,5.446868565,3.327607585,6.814205229,1.014921525,1.159313639,0.477066104,10.51487815,3.726298297,8.642541203,7.368903506,13.60044109,3.343058012,1.674289235,1.019241248,2.054064771,11.81592596,6.000183032
27430,Snail4_Ice_13_Nuc_processed,26,10.04844287,4.206987136,3.330985609,1.866299151,2.078197817,2.759939914,2.079174113,3.97112486,1.520828819,0.818797701,2.9780607,9.957326406,0,5.446331816,6.908874306,9.121816253,2.615125596,0.339065305,2.038482496,1.124948149,0.760786731,3.057950925
27430,Snail1_Ice_10_Nuc_processed,111,12.89303948,4.671175105,2.847191182,1.259594565,2.207093038,2.453376606,1.852278396,4.548921962,1.523052119,0.67738441,1.902683992,10.33671068,0,6.290132297,7.089364183,9.257895824,2.207583811,1.302639978,2.038482496,1.12272597,0.600973677,3.367717884
27430,Snail3_EDTA_24_Nuc_processed,6,13.18858206,4.06752444,1.969993781,1.185743927,2.531197808,1.93505213,1.178786694,5.203433442,1.303975608,0.62715584,1.032146699,10.60860802,0.482477029,8.152553887,7.060974116,9.06446975,3.128298872,-1.055978476,3.057723744,1.795501374,0.370568235,3.948122294
27430,Snail4_NoBact_6_Nuc_processed,11,9.531243663,4.719450653,2.891874908,1.210460793,1.98070503,2.506699161,2.070466627,4.303869832,1.60433072,0.883749531,3.120628023,10.38406381,0,5.255657541,6.981492754,9.501201192,2.288467646,0.509096262,2.038482496,0,0.999102814,3.39830977
27430,Snail2_Ice_11_Nuc_processed,115,11.6369838,4.220602914,2.568383348,1.461181183,2.283862924,3.066126891,2.243478376,4.413936655,1.395889742,0.675915654,1.727287216,10.16736401,0,6.224300405,6.999049354,9.616699375,1.923410887,0.900265531,2.038482496,1.135521237,0.847775283,3.653528147
27430,Snail5_Phago_20_Nuc_processed,39,12.11723971,6.741659751,1.479217521,1.446528464,2.062174212,1.381080963,1.423520677,4.837812876,1.62309264,0.717173547,0.855190879,10.21799269,0,7.405686739,7.078043186,9.274671255,2.288830773,0.420756187,2.038482496,0.985651218,0.472950919,2.754749603
27430,Snail4_Phago_19_Nuc_processed,30,10.52869942,5.986580655,1.507703396,1.221686151,2.35209357,1.700825255,1.600959248,4.456266185,1.849483843,0.957308633,1.892358744,9.666036673,0,6.539514477,7.05185723,8.968119543,3.014839566,0.304847807,2.038482496,1.244532859,0.478394549,3.022356703
27430,Snail5_EDTA_26_Nuc_processed,4,7.979646035,8.490720016,2.564473522,1.298672392,1.870254849,2.038889137,1.309049707,4.666625145,1.242523529,1.182121736,1.963374593,10.43408585,1.337317102,7.45866039,6.716381574,9.286364916,4.269343066,-0.553786584,4.076964992,1.208771257,0.519166363,3.319130748
27430,Snail2_EDTA_23_Nuc_processed,5,10.08538617,4.230918202,1.614478884,1.273267384,2.03191567,3.648709014,1.784398443,4.240394694,1.307653564,0.756716198,0.434802597,10.45547294,0.913227415,7.283243388,7.024643797,9.456748948,1.716435722,-0.674647204,1.019241248,1.665503186,0.952057036,4.137488428
27430,Snail1_EDTA_22_Nuc_processed,8,9.900672214,3.795201637,3.479931727,1.567232609,2.146766775,2.327907478,1.710920888,4.451582579,2.039302743,1.022482586,2.852561761,10.63888193,0,6.699597714,6.728995972,9.410456407,2.481017609,0.380326784,2.038482496,2.085631586,0.593002806,3.885783905
27430,Snail1_Phago_16_Nuc_processed,64,11.48921314,6.403731312,1.552852578,1.197909031,2.514048847,1.533696116,1.593307313,4.842122664,1.621767617,0.780292161,1.230347447,10.1535083,0,6.927391994,7.06852997,9.255135736,2.827285885,0.143472338,1.019241248,1.167308591,0.519623127,2.690339597
27430,Snail3_NoBact_5_Nuc_processed,19,10.38092812,5.846292736,1.883139606,1.355735686,2.420800358,2.05969799,1.52939232,4.768325574,1.646357309,0.824867115,0.985381918,9.897077644,0,6.927429225,6.954001037,9.574716381,1.799970693,0.34132571,2.038482496,0,0.710123129,2.952974063
27430,Snail4_EDTA_25_Nuc_processed,1,12.19112631,10.21089828,0.523265053,1.14184004,1.025415489,1.274548324,1.041716921,5.586225333,1.206612197,0.603845076,0.286868889,12.07365922,0,8.71517351,7.189120207,9.07836618,0.632412977,-3.131680721,4.076964992,2.652036362,0.435579483,3.215255866
