"ClusterID","EventID","File Name","Index in File","Event Name","Comment",":Area_Intensity_DHR",":Bright.Detail.Intensity.R3_AdaptiveErode_BF_Ch02",":Bright.Detail.Intensity.R3_AdaptiveErode_BF_Ch11",":Circularity_AdaptiveErode_BF",":Circularity_Morphology_DNA",":Contrast_AdaptiveErode_BF_Ch01",":Contrast_AdaptiveErode_BF_Ch06",":Diameter_AdaptiveErode_BF",":H.Energy.Mean_AdaptiveErode_BF_Ch01_5",":H.Energy.Mean_Intensity_DHR_Ch07_5",":H.Energy.Mean_Morphology_DNA_Ch11_5",":H.Entropy.Mean_AdaptiveErode_BF_Ch01_5",":H.Entropy.Mean_Intensity_Bac_Ch07_5",":H.Entropy.Mean_Morphology_DNA_Ch11_5",":Intensity_AdaptiveErode_BF_Ch02",":Intensity_AdaptiveErode_BF_Ch06",":Intensity_AdaptiveErode_BF_Ch07",":Intensity_AdaptiveErode_BF_Ch11",":Lobe.Count_Morphology_DNA_Ch11",":Max.Pixel_Intensity_Bac_Ch07",":Max.Pixel_Intensity_SSC_Ch06",":Std.Dev_AdaptiveErode_BF_Ch01","FDL-X","FDL-Y","MST-X","MST-Y"
27436,"0005449","Snail1_EDTA_22_Nuc_processed",5449,NA,NA,0,0.603238053450841,2.32262285378914,3.1840383901098,1.55683783369382,2.00839992179442,0.66548903207803,4.1709565782723,1.1791832100475,0,1.01711054232003,9.86311028291981,0,8.01711555464569,4.50693053920482,8.31981335538013,3.45974144567122,-0.638242020387274,3.05772374418438,1.0718326157631,0,3.59401595541007,NA,NA,3.96063779544612,1.34279240495332
27435,"0005450","Snail1_EDTA_22_Nuc_processed",5450,NA,NA,0,1.18997164579496,2.92399133617303,1.09936327349696,3.07957013351035,2.64062399482581,1.66718562613732,4.81187286246273,1.88180274214803,0,1.39649497863766,9.65552644255979,0,7.58265322945381,3.87483753966858,10.7448890777762,3.09246765041351,0.511708610471445,1.01924124806146,1.44556097070276,3.13307931307888,3.9362621901759,NA,NA,5.49876909620907,-0.261390233301459
27436,"0005451","Snail1_EDTA_22_Nuc_processed",5451,NA,NA,0,0.858644589077428,1.89431071950923,2.87033686925529,2.51732415369854,1.49820096018144,0.704079265450396,4.4139366550533,0.833151964427419,0,1.17626139034684,10.330661335552,0,6.77877455778306,3.57123220311268,8.47975661856685,3.36499587604595,-0.384969165969709,2.03848249612292,1.16313333161767,0,3.85142701348667,NA,NA,3.96063779544612,1.34279240495332
27439,"0005452","Snail1_EDTA_22_Nuc_processed",5452,NA,NA,0,0.642436148579316,2.8531491936736,1.0912223018532,2.45005257983551,2.75731783835254,2.28770435422529,4.06970478340243,1.84146821227642,0,3.17098624484814,10.8093921783937,0,4.97755501272136,3.36928506501587,9.52207914782706,1.58100207671871,-0.916179308764092,1.01924124806146,0,1.01732105668663,2.78966462791272,NA,NA,7.05354649182751,-1.69175101081167
27436,"0005453","Snail1_EDTA_22_Nuc_processed",5453,NA,NA,0,0.710104439116893,1.73140130090679,2.84315947589166,2.82677736132264,1.87015252589719,1.15998773968755,4.12064172180325,1.82290960167475,0,1.04568933080684,9.47992924576421,0.684920561061377,7.66685084548338,4.35851532690451,8.78278963111439,3.96461812835456,-0.966677785385206,3.05772374418438,2.61437687843467,0,2.68583335874817,NA,NA,3.96063779544612,1.34279240495332
27436,"0005454","Snail1_EDTA_22_Nuc_processed",5454,NA,NA,0,1.73008013551257,2.72058729066083,0.653976748395451,1.22193475722601,2.22017376702657,1.39767469626769,5.4001552681513,1.21449193510724,0,0.811414896263417,10.4999171297721,0,7.38582703573429,4.35112311915007,10.1241121350151,3.03268510235476,-0.867761093214348,2.03848249612292,1.13793244944029,0.698686047394655,3.19441862819129,"1219.0521","431.15067",3.96063779544612,1.34279240495332
27435,"0005455","Snail1_EDTA_22_Nuc_processed",5455,NA,NA,0,1.06123684916249,1.28521567612877,0.571532433453873,3.89960159464288,0.95340772006071,0.560244835555817,5.15105533416387,1.40897461324364,0,0.877811438036765,10.0065468437236,0.913227414748503,6.91757112797076,3.20336567069631,8.49712733547783,3.13045248266057,-0.600901583096341,1.01924124806146,1.21405949324587,0,3.39728561660406,NA,NA,5.49876909620907,-0.261390233301459
27436,"0005456","Snail1_EDTA_22_Nuc_processed",5456,NA,NA,0,0.744763807441018,3.45703095384023,0.735895967041692,2.16589613931367,2.38697212417029,0.90752195207325,3.84841421577231,1.26905838001917,0,2.57496110049384,10.1411905729307,0.228306853687126,5.55124409562797,3.40631066734594,8.48078314491159,3.06759673625005,-0.523978548482069,2.03848249612292,1.13723581343975,0,3.30943287161781,NA,NA,3.96063779544612,1.34279240495332
27436,"0005457","Snail1_EDTA_22_Nuc_processed",5457,NA,NA,0,1.01667480417433,1.5714709792059,1.95871934166612,2.02920995877221,1.60309797128906,0.723054883551442,4.80319478068294,0.895420649758336,0,0.484132153334981,10.2467395059262,1.88212892379394,7.88608808319552,3.9469386265676,8.85702833155848,4.38784914467681,0.383485511941629,2.03848249612292,1.42204992879578,0,4.28632831068927,NA,NA,3.96063779544612,1.34279240495332
27436,"0005458","Snail1_EDTA_22_Nuc_processed",5458,NA,NA,0,0.877624719350164,2.10367223155036,1.27216921671627,1.21820249439901,0.827301351858041,0.59316641484574,5.08174613916053,0.950657022201146,0,0.587669121031548,10.6132320283421,0,7.2510067386131,4.30108401790997,8.5510375190965,3.89312350350899,0.163467620806783,2.03848249612292,0.99726834873763,0,3.00630354838628,NA,NA,3.96063779544612,1.34279240495332
27436,"0005459","Snail1_EDTA_22_Nuc_processed",5459,NA,NA,0,1.36285587588791,1.176299093406,0.593020274214862,2.87852366158028,1.02333714450851,0.866480917261493,6.57109623105331,2.14295967849811,0,0.292467564047588,10.3228635231493,0,8.54767453024966,4.44104800964195,9.30124202667777,2.2712576272145,0.665390320624493,3.05772374418438,1.19689641833309,0,2.85055645665239,NA,NA,3.96063779544612,1.34279240495332
27435,"0005460","Snail1_EDTA_22_Nuc_processed",5460,NA,NA,0,1.17718068843724,1.52911434855072,0.766605826392131,3.18874537990645,1.95619117367767,0.815037519602236,5.20744034341535,1.16574748403791,0,1.50723011850895,10.3421976548871,0.482477028604262,6.27874501958107,3.84332114786229,8.9740021905146,3.11977642444815,-0.699348627702221,1.01924124806146,1.17471264310999,0.373354409642759,3.47108219309388,NA,NA,5.49876909620907,-0.261390233301459
