"ClusterID","EventID","File Name","Index in File","Event Name","Comment",":Area_Intensity_DHR",":Bright.Detail.Intensity.R3_AdaptiveErode_BF_Ch02",":Bright.Detail.Intensity.R3_AdaptiveErode_BF_Ch11",":Circularity_AdaptiveErode_BF",":Circularity_Morphology_DNA",":Contrast_AdaptiveErode_BF_Ch01",":Contrast_AdaptiveErode_BF_Ch06",":Diameter_AdaptiveErode_BF",":H.Energy.Mean_AdaptiveErode_BF_Ch01_5",":H.Energy.Mean_Intensity_DHR_Ch07_5",":H.Energy.Mean_Morphology_DNA_Ch11_5",":H.Entropy.Mean_AdaptiveErode_BF_Ch01_5",":H.Entropy.Mean_Intensity_Bac_Ch07_5",":H.Entropy.Mean_Morphology_DNA_Ch11_5",":Intensity_AdaptiveErode_BF_Ch02",":Intensity_AdaptiveErode_BF_Ch06",":Intensity_AdaptiveErode_BF_Ch07",":Intensity_AdaptiveErode_BF_Ch11",":Lobe.Count_Morphology_DNA_Ch11",":Max.Pixel_Intensity_Bac_Ch07",":Max.Pixel_Intensity_SSC_Ch06",":Std.Dev_AdaptiveErode_BF_Ch01","FDL-X","FDL-Y","MST-X","MST-Y"
27426,"0009600","Snail1_Ice_10_Nuc_processed",0,NA,NA,0,0.51411396347452,0.588987366570097,3.30986445277577,3.52350122810117,1.45106625479333,2.01886104037655,3.8915351334973,1.54409839910411,0,0.38586045928009,10.369293091688,0,7.73413813167394,3.9496967476668,8.72190365297721,2.1803235494412,0.0275670120841633,1.01924124806146,0,0.716727547578581,2.04260931265957,NA,NA,2.99066957557763,3.64960668579441
27436,"0009601","Snail1_Ice_10_Nuc_processed",1,NA,NA,0,0.617679456919227,3.00898350713533,0.755325960619288,1.74303865756633,1.97342260627457,2.57085332153857,3.84841421577231,2.00133645913832,0,1.63220560031938,10.467345592021,0.964954057208523,6.414759417092,3.07118254655228,8.89141947132421,4.11809190039264,0.769742108524266,3.05772374418438,2.78901132515247,1.25113850273824,2.5750403647678,NA,NA,3.96063779544612,1.34279240495332
27434,"0009602","Snail1_Ice_10_Nuc_processed",2,NA,NA,0,0.359384640598962,2.57741318448337,2.71567824637267,2.35257441090156,1.80030270121331,0.658515980761555,2.91731107809582,1.27695083131703,0,2.28369585981883,9.10161455931117,0,5.26992751466655,2.59286992705096,7.25496813609568,2.93328301913708,-0.0955798324567542,1.01924124806146,0,0,2.85747043275481,NA,NA,-0.871377138110312,4.30786364300582
27439,"0009603","Snail1_Ice_10_Nuc_processed",3,NA,NA,0,0.941992117666396,0.627340943718567,0.850491282923488,4.9149021232021,0.520891494714753,1.69813076025806,5.63085628118375,2.43422367430375,0,0.343078284153941,9.44564652356021,0,8.05902820755436,4.3350035377877,10.2500260140565,2.10636806604642,0.154898383188215,1.01924124806146,1.27901263099843,0.877281224460521,2.61309402148726,NA,NA,7.05354649182751,-1.69175101081167
27433,"0009604","Snail1_Ice_10_Nuc_processed",4,NA,NA,0,3.65780119277819,2.8919679990306,1.76513368182437,1.28695953366628,3.35155130257899,2.24165129586237,5.5034617714242,1.68685383066243,0,0.817067693597602,10.8185601811618,0,8.31683813710774,5.54063912619591,10.6133239312305,0.327726355564106,0.928287113517063,4.07696499224584,0,1.12534439844712,2.85971368234915,NA,NA,2.61508977590638,4.7078396064191
27433,"0009605","Snail1_Ice_10_Nuc_processed",5,NA,NA,0,1.25062554036217,1.99792110974039,0.723068948502562,2.35421245596114,1.40285002446478,2.61317697119724,6.04877522030912,3.60835603911988,0,0.933163414723868,9.95632672587472,0,6.64203787846042,5.01396754952642,10.6010579084804,2.5102544989878,1.61047351416279,4.07696499224584,0,1.52405714287124,2.8667263516584,NA,NA,2.61508977590638,4.7078396064191
27439,"0009606","Snail1_Ice_10_Nuc_processed",6,NA,NA,0,0.271498385205645,1.20748461068132,1.62741452904065,3.82910144049349,0.855944884681812,1.10867098162095,3.03643342553834,2.18903270204423,0,0.41989587084643,9.22571232786568,0,6.47969505659666,3.19243205590628,7.54169635720395,2.60516087968211,-1.3610015072967,1.01924124806146,0,0,1.12565890549698,NA,NA,7.05354649182751,-1.69175101081167
27439,"0009607","Snail1_Ice_10_Nuc_processed",7,NA,NA,0,0.800053752148551,0.802165977198439,0.4808983140099,3.38434257843112,1.06993337223443,0.585036586758609,5.00314687665676,4.11651552577086,0,0.439448650759718,8.31249520760435,0,7.1474544069694,3.51235364763284,8.18139490978345,3.69794270692642,-1.30965528694798,1.01924124806146,0,0,1.79282470164513,NA,NA,7.05354649182751,-1.69175101081167
27439,"0009608","Snail1_Ice_10_Nuc_processed",8,NA,NA,0,1.15159877372182,1.97902379900105,0.603952587376642,3.2035762790324,2.59739542674135,2.35890201960318,5.19942291627138,3.11559602522297,0,1.20592380472012,10.1840540734605,0,6.59596144352382,4.05817801439825,10.4093797230341,4.2290677089746,-0.319036253393122,1.01924124806146,2.81387723359983,1.02685855596254,2.60970743459025,NA,NA,7.05354649182751,-1.69175101081167
27431,"0009609","Snail1_Ice_10_Nuc_processed",9,NA,NA,0,0.283464119508022,1.12835708787943,0.536850707765594,3.58669844223671,1.28346084448771,1.86424418741241,3.13778825353716,1.5027610004316,0,0.801181529725852,9.6724106987803,0,6.30511812115937,2.75682769723275,7.77559822885933,4.42083356122405,-0.999189193716349,1.01924124806146,2.97451516818583,0,1.68903384969861,NA,NA,7.51906154707649,-2.38597209460467
